species,wavelength_air_nm,A_ki_s_1,acc_A,E_i_cm1,E_k_cm1,g_i,g_k,lower_term,upper_term,transition,source,notes,nist_wavelength_source,wavenumber_cm1,relative_intensity,transition_type,tp_ref,line_ref
Ar I,320.037,,,,,,,,,,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L2131,obs_wl_air(nm),31237.4,8.0,,,L2131
Ar I,331.934,,,,,,,,,,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L3512,obs_wl_air(nm),30117.8,7.0,,,L3512
Ar I,337.347,,,,,,,,,,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L3512,obs_wl_air(nm),29634.6,7.0,,,L3512
Ar I,339.373,,,,,,,,,,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L3512,obs_wl_air(nm),29457.6,7.0,,,L3512
Ar I,340.61804,390000.0,D,95399.8276,124749.805,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).7p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).7p 2[1/2] J=0,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),29349.977,,,T1086n,
Ar I,346.107,67000.0,D,93750.5978,122635.054,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<1/2>).6p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<1/2>).6p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T1086n; line_ref=L3512,obs_wl_air(nm),28884.5,7.0,,T1086n,L3512
Ar I,355.4306,270000.0,D,93143.76,121270.617,5.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).6p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).6p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T1086n; line_ref=L2634,obs_wl_air(nm),28126.85,7.0,,T1086n,L2634
Ar I,356.32859,120000.0,D,94553.6652,122609.637,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<1/2>).6p 2[3/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<1/2>).6p 2[3/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),28055.972,,,T1086n,
Ar I,356.7656,110000.0,D,93143.76,121165.367,5.0,7.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).6p 2[5/2] J=3,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).6p 2[5/2] J=3,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),28021.607,,,T1086n,
Ar I,357.22953,510000.0,D,95399.8276,123385.044,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).7p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).7p 2[1/2] J=0,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27985.216,,,T1086n,
Ar I,360.6522,760000.0,D,93750.5978,121470.238,3.0,1.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[1/2] J=0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[1/2] J=0,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T1086n; line_ref=L2634,obs_wl_air(nm),27719.64,7.0,,T1086n,L2634
Ar I,363.26829,66000.0,D,93750.5978,121270.617,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[3/2] J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27520.019,,,T1086n,
Ar I,363.446,130000.0,D,93750.5978,121257.161,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[3/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[3/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27506.563,,,T1086n,
Ar I,364.31163,24000.0,D,93750.5978,121191.805,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[5/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[5/2] J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27441.207,,,T1086n,
Ar I,364.98317,800000.0,D,95399.8276,122790.547,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).6p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).6p 2[1/2] J=0,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27390.719,,,T1086n,
Ar I,365.95291,44000.0,D,93750.5978,121068.736,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27318.138,,,T1086n,
Ar I,367.06701,31000.0,D,95399.8276,122635.054,3.0,5.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).6p 2[3/2] J=2,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).6p 2[3/2] J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27235.226,,,T1086n,
Ar I,367.52352,49000.0,D,95399.8276,122601.225,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).6p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).6p 2[1/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),27201.397,,,T1086n,
Ar I,377.0369,70000.0,D,94553.6652,121068.736,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T1086n; line_ref=L2634,obs_wl_air(nm),26515.07,20.0,,T1086n,L2634
Ar I,383.4679,750000.0,D,95399.8276,121470.238,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[1/2] J=0,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T1086n; line_ref=L2634,obs_wl_air(nm),26070.41,7.0,,T1086n,L2634
Ar I,389.46601,57000.0,D,95399.8276,121068.736,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).6p 2[1/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1086n,ritz_wl_air(nm),25668.908,,,T1086n,
Ar I,394.7505,56000.0,C+,93143.76,118469.0508,5.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),25325.29,7.0,,T5223,L2634
Ar I,394.8979,460000.0,B,93143.76,118459.5975,5.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),25315.84,35.0,,T5223,L2634
Ar I,404.4418,330000.0,B,93750.5978,118469.0508,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),24718.45,50.0,,T5223,L2634
Ar I,404.596541,41000.0,B,93750.5978,118459.5975,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5223,ritz_wl_air(nm),24708.9997,,,T5223,
Ar I,405.452576,27000.0,C+,93750.5978,118407.4303,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5223,ritz_wl_air(nm),24656.8325,,,T5223,
Ar I,415.859,1400000.0,B,93143.76,117183.5901,5.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),24039.83,400.0,,T5223,L2634
Ar I,416.418,290000.0,B,93143.76,117151.3264,5.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),24007.56,50.0,,T5223,L2634
Ar I,418.1884,560000.0,B,94553.6652,118459.5975,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23905.93,50.0,,T5223,L2634
Ar I,419.0713,280000.0,B,93143.76,116999.3259,5.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23855.57,100.0,,T5223,L2634
Ar I,419.1029,540000.0,C+,94553.6652,118407.4303,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23853.77,50.0,,T5223,L2634
Ar I,419.8317,2570000.0,B,93750.5978,117562.9553,3.0,1.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=0,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23812.36,200.0,,T5223,L2634
Ar I,420.0674,970000.0,B+,93143.76,116942.7542,5.0,7.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).5p 2[5/2] J=3,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).5p 2[5/2] J=3,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23799.0,400.0,,T5223,L2634
Ar I,425.1185,111000.0,C+,93143.76,116659.9934,5.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=2 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23516.23,25.0,,T5223,L2634
Ar I,425.9362,3980000.0,B+,95399.8276,118870.917,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[1/2] J=0,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23471.09,200.0,,T5223,L2634
Ar I,426.6286,310000.0,C+,93750.5978,117183.5901,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23433.0,100.0,,T5223,L2634
Ar I,427.2169,800000.0,B,93750.5978,117151.3264,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23400.73,150.0,,T5223,L2634
Ar I,430.0101,377000.0,B+,93750.5978,116999.3259,3.0,5.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23248.73,100.0,,T5223,L2634
Ar I,433.3561,570000.0,B+,95399.8276,118469.0508,3.0,5.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23069.22,100.0,,T5223,L2634
Ar I,433.5338,390000.0,C+,95399.8276,118459.5975,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23059.77,50.0,,T5223,L2634
Ar I,434.5168,300000.0,B,95399.8276,118407.4303,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<1/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),23007.6,25.0,,T5223,L2634
Ar I,436.37949,12000.0,B,93750.5978,116659.9934,3.0,3.0,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).4s 2[3/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5223,ritz_wl_air(nm),22909.3956,,,T5223,
Ar I,442.39944,7300.0,C+,94553.6652,117151.3264,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5223,ritz_wl_air(nm),22597.6612,,,T5223,
Ar I,451.0733,1180000.0,B+,95399.8276,117562.9553,3.0,1.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=0,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),22163.13,100.0,,T5223,L2634
Ar I,452.2323,90000.0,B,94553.6652,116659.9934,1.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=0 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),22106.33,20.0,,T5223,L2634
Ar I,454.4746,83000.0,E,104102.099,126099.36,3.0,3.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).11d 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).11d 2[1/2]* J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21997.26,,,T1164n,
Ar I,455.4324,38000.0,E,104102.099,126053.1,3.0,5.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).7d 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<1/2>).7d 2[3/2]* J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21951.0,,,T1164n,
Ar I,458.4956,160000.0,E,104102.099,125906.45,3.0,5.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).10d 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).10d 2[3/2]* J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21804.35,,,T1164n,
Ar I,458.6611,230000.0,E,104102.099,125898.58,3.0,3.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).10d 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).10d 2[1/2]* J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21796.48,,,T1164n,
Ar I,458.7209,490000.0,E,104102.099,125895.74,3.0,1.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).10d 2[1/2]* J=0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).10d 2[1/2]* J=0,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21793.64,,,T1164n,
Ar I,458.92893,6200.0,C,95399.8276,117183.5901,3.0,5.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5223,ritz_wl_air(nm),21783.7625,,,T5223,
Ar I,459.6097,95000.0,B,95399.8276,117151.3264,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[3/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),21751.5,15.0,,T5223,L2634
Ar I,462.8441,38300.0,B+,95399.8276,116999.3259,3.0,5.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[5/2] J=2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),21599.5,7.0,,T5223,L2634
Ar I,464.2137,96000.0,E,104102.099,125637.87,3.0,5.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).9d 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).9d 2[3/2]* J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21535.77,,,T1164n,
Ar I,464.7489,120000.0,E,104102.099,125613.07,3.0,3.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).9d 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).9d 2[1/2]* J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21510.97,,,T1164n,
Ar I,470.2316,109000.0,B,95399.8276,116659.9934,3.0,3.0,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).4s 2[1/2]* J=1 -> 3s2.3p5.(2P*<3/2>).5p 2[1/2] J=1,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5223; line_ref=L2634,obs_wl_air(nm),21260.17,15.0,,T5223,L2634
Ar I,474.6821,360000.0,E,104102.099,125162.94,3.0,1.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).8d 2[1/2]* J=0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).8d 2[1/2]* J=0,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21060.84,,,T1164n,
Ar I,475.29388,450000.0,E,104102.099,125135.831,3.0,3.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<3/2>).8d 2[1/2]* J=1,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<3/2>).8d 2[1/2]* J=1,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),21033.732,,,T1164n,
Ar I,476.86729,860000.0,D,104102.099,125066.432,3.0,5.0,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1,3s2.3p5.(2P*<1/2>).6d 2[3/2]* J=2,3s2.3p5.(2P*<3/2>).4p 2[1/2] J=1 -> 3s2.3p5.(2P*<1/2>).6d 2[3/2]* J=2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1218n,ritz_wl_air(nm),20964.333,,,T1218n,
Ar I,479.8742,88000.0,E,105462.7596,126295.73,7.0,9.0,3s2.3p5.(2P*<3/2>).4p 2[5/2] J=3,3s2.3p5.(2P*<3/2>).12d 2[7/2]* J=4,3s2.3p5.(2P*<3/2>).4p 2[5/2] J=3 -> 3s2.3p5.(2P*<3/2>).12d 2[7/2]* J=4,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),20832.97,,,T1164n,
Ar I,483.597,93000.0,E,105462.7596,126135.36,7.0,9.0,3s2.3p5.(2P*<3/2>).4p 2[5/2] J=3,3s2.3p5.(2P*<3/2>).11d 2[7/2]* J=4,3s2.3p5.(2P*<3/2>).4p 2[5/2] J=3 -> 3s2.3p5.(2P*<3/2>).11d 2[7/2]* J=4,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T1164n,ritz_wl_air(nm),20672.6,,,T1164n,
