species,wavelength_air_nm,A_ki_s_1,acc_A,E_i_cm1,E_k_cm1,g_i,g_k,lower_term,upper_term,transition,source,notes,nist_wavelength_source,wavenumber_cm1,relative_intensity,transition_type,tp_ref,line_ref
C II,254.52,53000.0,C,195752.62,235030.4,4.0,6.0,2s.2p.(3P*).3d 4F* J=3/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4F* J=3/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),39277.8,,,T5109LS,
C II,254.606,959000.0,B,195765.88,235030.4,6.0,6.0,2s.2p.(3P*).3d 4F* J=5/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4F* J=5/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),39264.5,,,T5109LS,
C II,254.649,1100000.0,B,195752.62,235010.6,4.0,4.0,2s.2p.(3P*).3d 4F* J=3/2,2s.2p.(3P*).6p 4D J=3/2,2s.2p.(3P*).3d 4F* J=3/2 -> 2s.2p.(3P*).6p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),39258.0,,,T5109LS,
C II,254.681,4920000.0,B,195813.62,235066.6,10.0,8.0,2s.2p.(3P*).3d 4F* J=9/2,2s.2p.(3P*).6p 4D J=7/2,2s.2p.(3P*).3d 4F* J=9/2 -> 2s.2p.(3P*).6p 4D J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),39253.0,,,T5109LS,L1176
C II,254.735,5500000.0,B,195752.62,234997.3,4.0,2.0,2s.2p.(3P*).3d 4F* J=3/2,2s.2p.(3P*).6p 4D J=1/2,2s.2p.(3P*).3d 4F* J=3/2 -> 2s.2p.(3P*).6p 4D J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),39244.7,,,T5109LS,L1176
C II,254.735,4490000.0,B,195785.75,235030.4,8.0,6.0,2s.2p.(3P*).3d 4F* J=7/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4F* J=7/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),39244.7,,,T5109LS,L1176
C II,254.735,4410000.0,B,195765.88,235010.6,6.0,4.0,2s.2p.(3P*).3d 4F* J=5/2,2s.2p.(3P*).6p 4D J=3/2,2s.2p.(3P*).3d 4F* J=5/2 -> 2s.2p.(3P*).6p 4D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),39244.7,,,T5109LS,L1176
C II,255.4478,10400000.0,E,175294.74,214429.94,4.0,4.0,2s2.5p 2P* J=3/2,2s.2p.(3P*).4p 2P J=3/2,2s2.5p 2P* J=3/2 -> 2s.2p.(3P*).4p 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=K14; line_ref=L1176,obs_wl_air(nm),39135.2,49.0,,K14,L1176
C II,255.566,8500000.0,E,175287.36,214404.34,2.0,2.0,2s2.5p 2P* J=1/2,2s.2p.(3P*).4p 2P J=1/2,2s2.5p 2P* J=1/2 -> 2s.2p.(3P*).4p 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=K14; line_ref=L1176,obs_wl_air(nm),39117.1,29.0,,K14,L1176
C II,255.612,4100000.0,E,175294.74,214404.34,4.0,2.0,2s2.5p 2P* J=3/2,2s.2p.(3P*).4p 2P J=1/2,2s2.5p 2P* J=3/2 -> 2s.2p.(3P*).4p 2P J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=K14; line_ref=L1176,obs_wl_air(nm),39110.1,22.0,,K14,L1176
C II,257.057,,,196581.94,235472.2,8.0,6.0,2s.2p.(3P*).3d 4D* J=7/2,2s.2p.(3P*).6p 4P J=5/2,2s.2p.(3P*).3d 4D* J=7/2 -> 2s.2p.(3P*).6p 4P J=5/2,NIST ASD live refresh,"wavelength=obs_wl_air(nm); line_ref=L1176,L22145",obs_wl_air(nm),38890.2,,,,"L1176,L22145"
C II,257.176,,,196571.82,235444.1,6.0,4.0,2s.2p.(3P*).3d 4D* J=5/2,2s.2p.(3P*).6p 4P J=3/2,2s.2p.(3P*).3d 4D* J=5/2 -> 2s.2p.(3P*).6p 4P J=3/2,NIST ASD live refresh,"wavelength=obs_wl_air(nm); line_ref=L1176,L22145",obs_wl_air(nm),38872.2,,,,"L1176,L22145"
C II,257.483,34000000.0,C,145549.25,184376.15,4.0,6.0,2s2.3d 2D J=3/2,2s2.6f 2F* J=5/2,2s2.3d 2D J=3/2 -> 2s2.6f 2F* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10276; line_ref=L1176,obs_wl_air(nm),38825.9,,,T10276,L1176
C II,257.483,37000000.0,C,145550.7,184376.19,6.0,8.0,2s2.3d 2D J=5/2,2s2.6f 2F* J=7/2,2s2.3d 2D J=5/2 -> 2s2.6f 2F* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10276; line_ref=L1176,obs_wl_air(nm),38825.9,,,T10276,L1176
C II,257.483,2500000.0,C,145550.7,184376.15,6.0,6.0,2s2.3d 2D J=5/2,2s2.6f 2F* J=5/2,2s2.3d 2D J=5/2 -> 2s2.6f 2F* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10276; line_ref=L1176,obs_wl_air(nm),38825.9,,,T10276,L1176
C II,259.141,20400000.0,B,182023.89,220601.47,2.0,4.0,2s.2p.(3P*).3p 2P J=1/2,2s.2p.(3P*).4d 2D* J=3/2,2s.2p.(3P*).3p 2P J=1/2 -> 2s.2p.(3P*).4d 2D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38577.49,49.0,,T5109LS,L1176
C II,259.1845,24400000.0,B,182043.39,220614.45,4.0,6.0,2s.2p.(3P*).3p 2P J=3/2,2s.2p.(3P*).4d 2D* J=5/2,2s.2p.(3P*).3p 2P J=3/2 -> 2s.2p.(3P*).4d 2D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38571.02,81.0,,T5109LS,L1176
C II,259.271,4090000.0,B,182043.39,220601.47,4.0,4.0,2s.2p.(3P*).3p 2P J=3/2,2s.2p.(3P*).4d 2D* J=3/2,2s.2p.(3P*).3p 2P J=3/2 -> 2s.2p.(3P*).4d 2D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38558.2,28.0,,T5109LS,L1176
C II,259.698,140000.0,E,196571.82,235066.6,6.0,8.0,2s.2p.(3P*).3d 4D* J=5/2,2s.2p.(3P*).6p 4D J=7/2,2s.2p.(3P*).3d 4D* J=5/2 -> 2s.2p.(3P*).6p 4D J=7/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38494.8,,,T10528,
C II,259.766,900000.0,E,196581.94,235066.6,8.0,8.0,2s.2p.(3P*).3d 4D* J=7/2,2s.2p.(3P*).6p 4D J=7/2,2s.2p.(3P*).3d 4D* J=7/2 -> 2s.2p.(3P*).6p 4D J=7/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38484.7,,,T10528,
C II,259.885,200000.0,E,196563.41,235030.4,4.0,6.0,2s.2p.(3P*).3d 4D* J=3/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4D* J=3/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38467.0,,,T10528,
C II,259.942,490000.0,E,196571.82,235030.4,6.0,6.0,2s.2p.(3P*).3d 4D* J=5/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4D* J=5/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38458.6,,,T10528,
C II,259.982,210000.0,E,196557.95,235010.6,2.0,4.0,2s.2p.(3P*).3d 4D* J=1/2,2s.2p.(3P*).6p 4D J=3/2,2s.2p.(3P*).3d 4D* J=1/2 -> 2s.2p.(3P*).6p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38452.6,,,T10528,
C II,260.011,290000.0,E,196581.94,235030.4,8.0,6.0,2s.2p.(3P*).3d 4D* J=7/2,2s.2p.(3P*).6p 4D J=5/2,2s.2p.(3P*).3d 4D* J=7/2 -> 2s.2p.(3P*).6p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38448.5,,,T10528,
C II,260.019,310000.0,E,196563.41,235010.6,4.0,4.0,2s.2p.(3P*).3d 4D* J=3/2,2s.2p.(3P*).6p 4D J=3/2,2s.2p.(3P*).3d 4D* J=3/2 -> 2s.2p.(3P*).6p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38447.2,,,T10528,
C II,260.072,410000.0,E,196557.95,234997.3,2.0,2.0,2s.2p.(3P*).3d 4D* J=1/2,2s.2p.(3P*).6p 4D J=1/2,2s.2p.(3P*).3d 4D* J=1/2 -> 2s.2p.(3P*).6p 4D J=1/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38439.3,,,T10528,
C II,260.076,450000.0,E,196571.82,235010.6,6.0,4.0,2s.2p.(3P*).3d 4D* J=5/2,2s.2p.(3P*).6p 4D J=3/2,2s.2p.(3P*).3d 4D* J=5/2 -> 2s.2p.(3P*).6p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38438.8,,,T10528,
C II,260.105,3340000.0,B,181696.69,220130.86,2.0,4.0,2s.2p.(3P*).3p 4D J=1/2,2s.2p.(3P*).4d 4D* J=3/2,2s.2p.(3P*).3p 4D J=1/2 -> 2s.2p.(3P*).4d 4D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38434.5,28.0,,T5109LS,L1176
C II,260.109,540000.0,E,196563.41,234997.3,4.0,2.0,2s.2p.(3P*).3d 4D* J=3/2,2s.2p.(3P*).6p 4D J=1/2,2s.2p.(3P*).3d 4D* J=3/2 -> 2s.2p.(3P*).6p 4D J=1/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10528,ritz_wl_air(nm),38433.9,,,T10528,
C II,260.142,3100000.0,B,181711.05,220139.42,4.0,6.0,2s.2p.(3P*).3p 4D J=3/2,2s.2p.(3P*).4d 4D* J=5/2,2s.2p.(3P*).3p 4D J=3/2 -> 2s.2p.(3P*).4d 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38429.1,,,T5109LS,L1176
C II,260.142,6670000.0,B,181696.69,220125.53,2.0,2.0,2s.2p.(3P*).3p 4D J=1/2,2s.2p.(3P*).4d 4D* J=1/2,2s.2p.(3P*).3p 4D J=1/2 -> 2s.2p.(3P*).4d 4D* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38429.1,,,T5109LS,L1176
C II,260.202,5310000.0,B,181711.05,220130.86,4.0,4.0,2s.2p.(3P*).3p 4D J=3/2,2s.2p.(3P*).4d 4D* J=3/2,2s.2p.(3P*).3p 4D J=3/2 -> 2s.2p.(3P*).4d 4D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38420.2,37.0,,T5109LS,L1176
C II,260.239,6660000.0,B,181711.05,220125.53,4.0,2.0,2s.2p.(3P*).3p 4D J=3/2,2s.2p.(3P*).4d 4D* J=1/2,2s.2p.(3P*).3p 4D J=3/2 -> 2s.2p.(3P*).4d 4D* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38414.7,,,T5109LS,L1176
C II,260.239,1900000.0,B,181736.06,220150.51,6.0,8.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4D* J=7/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4D* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38414.7,,,T5109LS,L1176
C II,260.3161,7610000.0,B,181736.06,220139.42,6.0,6.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4D* J=5/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38403.36,60.0,,T5109LS,L1176
C II,260.372,4640000.0,B,181736.06,220130.86,6.0,4.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4D* J=3/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4D* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38395.1,28.0,,T5109LS,L1176
C II,260.4863,11400000.0,B,181772.4,220150.51,8.0,8.0,2s.2p.(3P*).3p 4D J=7/2,2s.2p.(3P*).4d 4D* J=7/2,2s.2p.(3P*).3p 4D J=7/2 -> 2s.2p.(3P*).4d 4D* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38378.27,80.0,,T5109LS,L1176
C II,260.562,2520000.0,B,181772.4,220139.42,8.0,6.0,2s.2p.(3P*).3p 4D J=7/2,2s.2p.(3P*).4d 4D* J=5/2,2s.2p.(3P*).3p 4D J=7/2 -> 2s.2p.(3P*).4d 4D* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38367.1,28.0,,T5109LS,L1176
C II,261.245,6700000.0,C,198436.26,236703.0,6.0,8.0,2s.2p.(3P*).3d 2D* J=5/2,2s.2p.(3P*).6f 4F J=7/2,2s.2p.(3P*).3d 2D* J=5/2 -> 2s.2p.(3P*).6f 4F J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10528; line_ref=L1176,obs_wl_air(nm),38267.0,,,T10528,L1176
C II,261.245,,,198425.48,236692.0,4.0,6.0,2s.2p.(3P*).3d 2D* J=3/2,2s.2p.(3P*).6f 2F J=5/2,2s.2p.(3P*).3d 2D* J=3/2 -> 2s.2p.(3P*).6f 2F J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1176,obs_wl_air(nm),38267.0,,,,L1176
C II,262.02,5050000.0,B,150461.58,188615.01,6.0,6.0,2p3 2D* J=5/2,2s.2p.(3P*).3p 2D J=5/2,2p3 2D* J=5/2 -> 2s.2p.(3P*).3p 2D J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38153.6,,,T5109LS,L1176
C II,262.0566,360000.0,B,150466.7,188615.01,4.0,6.0,2p3 2D* J=3/2,2s.2p.(3P*).3p 2D J=5/2,2p3 2D* J=3/2 -> 2s.2p.(3P*).3p 2D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),38148.31,,,T5109LS,
C II,262.2534,539000.0,B,150461.58,188581.26,6.0,4.0,2p3 2D* J=5/2,2s.2p.(3P*).3p 2D J=3/2,2p3 2D* J=5/2 -> 2s.2p.(3P*).3p 2D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),38119.68,,,T5109LS,
C II,262.29,4850000.0,B,150466.7,188581.26,4.0,4.0,2p3 2D* J=3/2,2s.2p.(3P*).3p 2D J=3/2,2p3 2D* J=3/2 -> 2s.2p.(3P*).3p 2D J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),38114.4,,,T5109LS,L1176
C II,262.846,26000000.0,C,198844.0,236877.8,6.0,8.0,2s.2p.(3P*).3d 4P* J=5/2,2s.2p.(3P*).6f 4D J=7/2,2s.2p.(3P*).3d 4P* J=5/2 -> 2s.2p.(3P*).6f 4D J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10528; line_ref=L1176,obs_wl_air(nm),38033.7,,,T10528,L1176
C II,263.1263,1000.0,C,177774.55,215767.79,2.0,4.0,2s.2p.(3P*).3s 2P* J=1/2,2s.2p.(3P*).4p 4S J=3/2,2s.2p.(3P*).3s 2P* J=1/2 -> 2s.2p.(3P*).4p 4S J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),37993.24,,,T9221,
C II,263.2577,5000.0,C,177793.52,215767.79,4.0,4.0,2s.2p.(3P*).3s 2P* J=3/2,2s.2p.(3P*).4p 4S J=3/2,2s.2p.(3P*).3s 2P* J=3/2 -> 2s.2p.(3P*).4p 4S J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),37974.27,,,T9221,
C II,264.056,48900000.0,B,181696.69,219557.5,2.0,4.0,2s.2p.(3P*).3p 4D J=1/2,2s.2p.(3P*).4d 4F* J=3/2,2s.2p.(3P*).3p 4D J=1/2 -> 2s.2p.(3P*).4d 4F* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37859.5,,,T5109LS,L1176
C II,264.056,52600000.0,B,181711.05,219570.2,4.0,6.0,2s.2p.(3P*).3p 4D J=3/2,2s.2p.(3P*).4d 4F* J=5/2,2s.2p.(3P*).3p 4D J=3/2 -> 2s.2p.(3P*).4d 4F* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37859.5,,,T5109LS,L1176
C II,264.0894,60000000.0,B,181736.06,219590.79,6.0,8.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4F* J=7/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4F* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37854.69,140.0,,T5109LS,L1176
C II,264.143,69900000.0,B,181772.4,219619.86,8.0,10.0,2s.2p.(3P*).3p 4D J=7/2,2s.2p.(3P*).4d 4F* J=9/2,2s.2p.(3P*).3p 4D J=7/2 -> 2s.2p.(3P*).4d 4F* J=9/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37847.1,,,T5109LS,L1176
C II,264.143,19600000.0,B,181711.05,219557.5,4.0,4.0,2s.2p.(3P*).3p 4D J=3/2,2s.2p.(3P*).4d 4F* J=3/2,2s.2p.(3P*).3p 4D J=3/2 -> 2s.2p.(3P*).4d 4F* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37847.1,,,T5109LS,L1176
C II,264.2331,17000000.0,B,181736.06,219570.2,6.0,6.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4F* J=5/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4F* J=5/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37834.1,53.0,,T5109LS,L1176
C II,264.322,1400000.0,B,181736.06,219557.5,6.0,4.0,2s.2p.(3P*).3p 4D J=5/2,2s.2p.(3P*).4d 4F* J=3/2,2s.2p.(3P*).3p 4D J=5/2 -> 2s.2p.(3P*).4d 4F* J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),37821.4,,,T5109LS,
C II,264.3427,9950000.0,B,181772.4,219590.79,8.0,8.0,2s.2p.(3P*).3p 4D J=7/2,2s.2p.(3P*).4d 4F* J=7/2,2s.2p.(3P*).3p 4D J=7/2 -> 2s.2p.(3P*).4d 4F* J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37818.42,53.0,,T5109LS,L1176
C II,264.4869,673000.0,B,181772.4,219570.2,8.0,6.0,2s.2p.(3P*).3p 4D J=7/2,2s.2p.(3P*).4d 4F* J=5/2,2s.2p.(3P*).3p 4D J=7/2 -> 2s.2p.(3P*).4d 4F* J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T5109LS,ritz_wl_air(nm),37797.8,,,T5109LS,
C II,266.996,4700000.0,D+,145550.7,182993.12,6.0,4.0,2s2.3d 2D J=5/2,2s2.6p 2P* J=3/2,2s2.3d 2D J=5/2 -> 2s2.6p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10276; line_ref=L1176,obs_wl_air(nm),37442.6,,,T10276,L1176
C II,266.996,5080000.0,B,145549.25,182992.91,4.0,2.0,2s2.3d 2D J=3/2,2s2.6p 2P* J=1/2,2s2.3d 2D J=3/2 -> 2s2.6p 2P* J=1/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),37442.6,,,T5109LS,L1176
C II,266.996,520000.0,D+,145549.25,182993.12,4.0,4.0,2s2.3d 2D J=3/2,2s2.6p 2P* J=3/2,2s2.3d 2D J=3/2 -> 2s2.6p 2P* J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10276; line_ref=L1176,obs_wl_air(nm),37442.6,,,T10276,L1176
C II,270.1773,310.0,C,177793.52,214795.28,4.0,6.0,2s.2p.(3P*).3s 2P* J=3/2,2s.2p.(3P*).4p 4D J=5/2,2s.2p.(3P*).3s 2P* J=3/2 -> 2s.2p.(3P*).4p 4D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),37001.76,,,T9221,
C II,270.2027,12500.0,C,177774.55,214772.83,2.0,4.0,2s.2p.(3P*).3s 2P* J=1/2,2s.2p.(3P*).4p 4D J=3/2,2s.2p.(3P*).3s 2P* J=1/2 -> 2s.2p.(3P*).4p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),36998.28,,,T9221,
C II,270.2982,76000.0,C,177774.55,214759.76,2.0,2.0,2s.2p.(3P*).3s 2P* J=1/2,2s.2p.(3P*).4p 4D J=1/2,2s.2p.(3P*).3s 2P* J=1/2 -> 2s.2p.(3P*).4p 4D J=1/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),36985.21,,,T9221,
C II,270.3413,46500.0,C,177793.52,214772.83,4.0,4.0,2s.2p.(3P*).3s 2P* J=3/2,2s.2p.(3P*).4p 4D J=3/2,2s.2p.(3P*).3s 2P* J=3/2 -> 2s.2p.(3P*).4p 4D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),36979.31,,,T9221,
C II,270.4369,37500.0,C,177793.52,214759.76,4.0,2.0,2s.2p.(3P*).3s 2P* J=3/2,2s.2p.(3P*).4p 4D J=1/2,2s.2p.(3P*).3s 2P* J=3/2 -> 2s.2p.(3P*).4p 4D J=1/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T9221,ritz_wl_air(nm),36966.24,,,T9221,
C II,270.84,,,199941.27,236856.6,6.0,8.0,2s.2p.(3P*).3d 2F* J=5/2,2s.2p.(3P*).6f 2G J=7/2,2s.2p.(3P*).3d 2F* J=5/2 -> 2s.2p.(3P*).6f 2G J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1176,obs_wl_air(nm),36911.0,,,,L1176
C II,270.84,34000000.0,C,199983.13,236889.7,8.0,10.0,2s.2p.(3P*).3d 2F* J=7/2,2s.2p.(3P*).6f 2G J=9/2,2s.2p.(3P*).3d 2F* J=7/2 -> 2s.2p.(3P*).6f 2G J=9/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10528; line_ref=L1176,obs_wl_air(nm),36911.0,,,T10528,L1176
C II,270.982,50000.0,D,150461.58,187353.4,6.0,4.0,2p3 2D* J=5/2,2s2.7d 2D J=3/2,2p3 2D* J=5/2 -> 2s2.7d 2D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10276,ritz_wl_air(nm),36891.8,,,T10276,
C II,270.982,460000.0,D,150461.58,187353.4,6.0,6.0,2p3 2D* J=5/2,2s2.7d 2D J=5/2,2p3 2D* J=5/2 -> 2s2.7d 2D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10276,ritz_wl_air(nm),36891.8,,,T10276,
C II,271.02,32000.0,D,150466.7,187353.4,4.0,6.0,2p3 2D* J=3/2,2s2.7d 2D J=5/2,2p3 2D* J=3/2 -> 2s2.7d 2D J=5/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10276,ritz_wl_air(nm),36886.7,,,T10276,
C II,271.02,500000.0,D,150466.7,187353.4,4.0,4.0,2p3 2D* J=3/2,2s2.7d 2D J=3/2,2p3 2D* J=3/2 -> 2s2.7d 2D J=3/2,NIST ASD live refresh,wavelength=ritz_wl_air(nm); tp_ref=T10276,ritz_wl_air(nm),36886.7,,,T10276,
C II,271.059,8200000.0,C,199941.27,236823.2,6.0,8.0,2s.2p.(3P*).3d 2F* J=5/2,2s.2p.(3P*).6f 4G J=7/2,2s.2p.(3P*).3d 2F* J=5/2 -> 2s.2p.(3P*).6f 4G J=7/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T10528; line_ref=L1176,obs_wl_air(nm),36881.4,,,T10528,L1176
C II,271.232,,,199983.13,236842.3,8.0,10.0,2s.2p.(3P*).3d 2F* J=7/2,2s.2p.(3P*).6f 4G J=9/2,2s.2p.(3P*).3d 2F* J=7/2 -> 2s.2p.(3P*).6f 4G J=9/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); line_ref=L1176,obs_wl_air(nm),36857.9,,,,L1176
C II,272.736,6640000.0,B,177774.55,214429.94,2.0,4.0,2s.2p.(3P*).3s 2P* J=1/2,2s.2p.(3P*).4p 2P J=3/2,2s.2p.(3P*).3s 2P* J=1/2 -> 2s.2p.(3P*).4p 2P J=3/2,NIST ASD live refresh,wavelength=obs_wl_air(nm); tp_ref=T5109LS; line_ref=L1176,obs_wl_air(nm),36654.6,,,T5109LS,L1176
